ticker,date,open,high,low,close,adj_close,volume,sector,beta,pe_ratio,debt_to_equity,interest_rate,vix
AAPL,2015-01-01,99.27073702390163,99.52918694178095,98.58659144889938,99.2043455842609,99.2043455842609,4812651,technology,0.8,18.236948611545948,0.39545161174712234,0.021190305703510118,18.224297307181594
AAPL,2015-01-02,98.80944623717996,99.128097256068,97.64769650396002,98.3864197052561,98.3864197052561,4838411,technology,0.8,17.916551216773406,0.36769898218830427,0.01699420843883135,18.65095696991723
AAPL,2015-01-05,96.91437087767132,97.14937160916995,96.11883369998044,96.88776931993843,96.88776931993843,2557140,technology,0.8,17.56001229547029,0.4197706372570293,0.019467632982812077,18.432513795607903
AAPL,2015-01-06,96.04353992386078,96.50441772054903,95.67327666917335,95.87649131345445,95.87649131345445,2716061,technology,0.8,15.04438117565493,0.40729050075985607,0.021150871046810057,17.340483778714706
AAPL,2015-01-07,97.00222944680326,97.68164531417733,96.10613903493525,97.01875655154227,97.01875655154227,4399422,technology,0.8,16.75268253030583,0.3854796980459805,0.01985007729148396,18.877336726861575
AAPL,2015-01-08,94.62372235126743,94.88821273084208,94.20928028547264,94.67212089264243,94.67212089264243,2645428,technology,0.8,19.120840651403167,0.39438799106323874,0.01874301903845096,17.505849821505294
AAPL,2015-01-09,93.3333414280383,93.86151835124907,92.73692863699881,93.5521080923419,93.5521080923419,2509243,technology,0.8,17.33537399993687,0.3699866119443632,0.019157308963387933,17.777961605154104
AAPL,2015-01-12,95.57532443246588,96.46454254919645,95.44990114904529,95.45210492107718,95.45210492107718,2966107,technology,0.8,18.360591677656842,0.37949179744444195,0.021319792775609324,17.405253033969945
AAPL,2015-01-13,98.60742470824007,98.90798912730568,97.6278896140939,98.85997354021431,98.85997354021431,3555638,technology,0.8,16.609314570024743,0.38924377307285724,0.018413223502924167,19.699974216518974
AAPL,2015-01-14,97.1094302224417,97.55688096072805,96.64367952369456,96.91591282023076,96.91591282023076,3202750,technology,0.8,19.438705482359232,0.42456841624560304,0.02150556013861892,19.081735938448148
AAPL,2015-01-15,97.45073561032348,98.14415415615395,97.07419457095276,97.1344792462946,97.1344792462946,2870185,technology,0.8,17.855972339945325,0.3872099321822505,0.020363307942798715,19.10268177375912
AAPL,2015-01-16,98.22238681319945,98.3701663344074,97.66487916135338,98.11450067519087,98.11450067519087,2856642,technology,0.8,18.290040396483533,0.4128042731865752,0.019267855715582673,19.794135576305024
AAPL,2015-01-19,100.16670505083708,100.300290539153,100.03745989403262,100.25279675916026,100.25279675916026,2834943,technology,0.8,20.325779791881686,0.3892336759427684,0.019918976977906514,21.408657240623906
AAPL,2015-01-20,100.04997244238362,100.18824687862187,99.76170447095963,99.9139000278622,99.9139000278622,2741725,technology,0.8,19.516440100589403,0.4049589512170375,0.019526708713291666,16.935700171754295
AAPL,2015-01-21,99.8975439551946,100.9088693058836,99.26590895412662,99.99013673828914,99.99013673828914,5159377,technology,0.8,17.693434378712944,0.397172089957124,0.021451999259435937,17.955288836025787
AAPL,2015-01-22,100.62043857695306,100.62975581003273,99.94456476146077,100.33882348330599,100.33882348330599,3469434,technology,0.8,17.406779815129642,0.41746113200185486,0.021360042872524344,18.126036793589044
AAPL,2015-01-23,100.61038925473622,101.35673675978029,99.68290991628096,101.16621853918532,101.16621853918532,3903373,technology,0.8,17.67445498848047,0.38930377323562887,0.018950294933069562,17.93973255104791
AAPL,2015-01-26,99.9509669617682,100.08300091300251,99.63196695928615,100.0517012261411,100.0517012261411,2964397,technology,0.8,18.509898248476535,0.3685494349999512,0.020307704952610372,17.76108962875121
AAPL,2015-01-27,99.95855888308456,100.67038996424365,99.23267969185669,100.55914192095139,100.55914192095139,3149671,technology,0.8,17.89477586574913,0.37236101937272736,0.019889952412969533,18.58690755592865
AAPL,2015-01-28,98.46809074641291,99.52512827143921,98.01405494109679,98.91172789649735,98.91172789649735,2834253,technology,0.8,17.60475585499653,0.3893624501211449,0.02208848904795728,17.71759838718539
AAPL,2015-01-29,98.9348902912451,99.17395548050708,97.88147764442438,98.53173913889684,98.53173913889684,1923502,technology,0.8,19.467181250709043,0.375018800586439,0.019486720965555586,19.316626457925867
AAPL,2015-01-30,98.0327232571352,98.59073733128018,97.18383304420509,97.77015613077532,97.77015613077532,2481560,technology,0.8,17.885790108222164,0.40820424031359104,0.022482890192551123,19.080391743794966
AAPL,2015-02-02,98.72981138990126,99.52733402664927,98.26303266531463,98.94337479704414,98.94337479704414,2275877,technology,0.8,20.29958909303732,0.3906846367028385,0.02088720735253327,19.556545677549508
AAPL,2015-02-03,97.76762368123121,99.04454071528194,96.83877152549701,98.21030766127092,98.21030766127092,2084507,technology,0.8,18.090742563752173,0.44749213100052865,0.01980040868985422,19.629770307033382
AAPL,2015-02-04,97.62096808606012,98.501629442895,97.28640771023973,98.49695931504763,98.49695931504763,2573888,technology,0.8,19.785318394224728,0.36524570809725737,0.020326909916409133,19.77126188035263
AAPL,2015-02-05,99.32041001370277,100.33156933135959,99.14437898717215,99.48261507693789,99.48261507693789,4260900,technology,0.8,18.357319422710628,0.404072663574196,0.02024440626383406,18.840734753859493
AAPL,2015-02-06,100.81182832489351,101.43597359542892,99.40641496705815,100.08508599098953,100.08508599098953,3240093,technology,0.8,18.962960573249447,0.37744093952988667,0.019813247706771106,21.380838502745085
AAPL,2015-02-09,100.93903904249026,101.10331075346886,99.9546809840219,100.80752022751366,100.80752022751366,4231693,technology,0.8,17.275388948482277,0.39013197319234644,0.021224533972701087,19.53932771881579
AAPL,2015-02-10,101.0365537597873,101.98871323172307,100.99588276819257,101.20645073478916,101.20645073478916,3549071,technology,0.8,17.146240777412586,0.40282838946681093,0.01994363256646297,17.487250889043203
AAPL,2015-02-11,101.69719172848251,102.56720260195823,101.09887065942378,101.55549737250078,101.55549737250078,3822869,technology,0.8,18.459705955014986,0.3534925725025143,0.019033022912600724,18.391824017347737
AAPL,2015-02-12,101.8002656308321,102.53928519389652,100.89171079200793,102.27922646951832,102.27922646951832,2730023,technology,0.8,18.988553242465315,0.4047365223357606,0.02087555365467484,17.69777362678479
AAPL,2015-02-13,102.31189710323683,103.34411220550085,101.54494807317776,102.40323772821426,102.40323772821426,3630170,technology,0.8,18.040256502000464,0.43805814924548336,0.01949421493328923,19.499288585628495
AAPL,2015-02-16,101.97229223342673,102.4357128923274,100.930802146925,101.9418694747172,101.9418694747172,3781921,technology,0.8,16.713606664916302,0.39093123403262814,0.020586751265823693,19.40341442874057
AAPL,2015-02-17,103.93266779856455,104.58683791685174,103.3803552471215,103.95952074606227,103.95952074606227,2912931,technology,0.8,16.639741633710674,0.40519615713611024,0.020471650249471958,19.09963598889252
AAPL,2015-02-18,106.70057199535675,107.75119867987641,105.7454802688381,106.44803272758823,106.44803272758823,3656101,technology,0.8,16.572863597813758,0.420498433862508,0.020551378070233602,21.6213942705824
AAPL,2015-02-19,107.96305347313194,108.35337886303785,107.52531226874243,107.85154191594135,107.85154191594135,3660965,technology,0.8,16.23237788706062,0.39672092999946007,0.02346539824803367,20.20141016173782
AAPL,2015-02-20,107.03132323610826,107.90165844395761,105.80502658930382,106.8171571801368,106.8171571801368,2928759,technology,0.8,18.10948535944709,0.3883807962293704,0.021562687717797187,20.420025781631438
AAPL,2015-02-23,104.58427910154685,105.1343893221493,104.20114977174687,104.80070480257989,104.80070480257989,2611528,technology,0.8,19.125043921708027,0.354485271925565,0.02179348816380705,18.803883540264625
AAPL,2015-02-24,106.00091998339448,106.84809366960215,104.93545383175461,105.71617913974461,105.71617913974461,2579675,technology,0.8,17.98658421307519,0.4128198143878995,0.01981355986265352,18.776359823545246
AAPL,2015-02-25,107.10504862294523,107.74846497883759,106.15450811005292,106.58419183858967,106.58419183858967,3326067,technology,0.8,15.739585242662148,0.39773663180542207,0.020977836029542996,19.852364716305072
AAPL,2015-02-26,107.49815291791195,108.0451912652318,106.89420794535106,107.81193400587743,107.81193400587743,3489963,technology,0.8,17.80923953966545,0.37974632297223676,0.02188894279730553,20.028116548861437
AAPL,2015-02-27,105.7457255742735,106.46707154187087,104.98458631005805,106.02808759249223,106.02808759249223,2789840,technology,0.8,17.837201003367394,0.4025319342055539,0.020690952258635112,18.03783273785494
AAPL,2015-03-02,107.16620779422779,107.50660585817835,106.1952405468833,106.73846906903215,106.73846906903215,3286445,technology,0.8,20.09599875022544,0.3883263928638764,0.022665385019250205,19.75234603886354
AAPL,2015-03-03,107.47648043624123,107.62220717458243,106.5015759775605,107.53821080617436,107.53821080617436,3664151,technology,0.8,16.542862087080444,0.3894314773776895,0.02059646659401529,19.98469706568448
AAPL,2015-03-04,106.68748118137715,106.71931114611277,105.79458939551338,106.24005499568534,106.24005499568534,3699240,technology,0.8,17.609322397400803,0.41212582312217416,0.021554638048235243,19.79290035498027
AAPL,2015-03-05,105.70254544807653,106.20978707747895,105.0185740865624,105.84306345438044,105.84306345438044,4458736,technology,0.8,19.705852680544563,0.37323235177352315,0.02129679354830896,19.231525867723324
AAPL,2015-03-06,107.34972841268036,107.3701615186681,106.51724094962476,106.88316876700368,106.88316876700368,4220213,technology,0.8,18.449978341346547,0.4209463057214752,0.022089006851850536,19.541679838316224
AAPL,2015-03-09,107.20149843181106,107.37890378765994,106.72185113821436,107.15922867567906,107.15922867567906,2675753,technology,0.8,18.563313073516426,0.37204627673763196,0.021326037124797297,19.940076464930698
AAPL,2015-03-10,107.42708697583107,108.20613029265576,106.87156201020812,107.34392908633468,107.34392908633468,4577745,technology,0.8,18.11458443702388,0.3867459718328947,0.02173747457376588,20.242868296308615
AAPL,2015-03-11,107.8030392148074,108.56638308728799,107.16436936544025,107.29935949028315,107.29935949028315,2939660,technology,0.8,18.329943538657265,0.43845892388133156,0.021814079113242936,20.791394686539554
AAPL,2015-03-12,107.11839420001218,108.0267923626109,107.020141267903,107.23477732979183,107.23477732979183,4028781,technology,0.8,18.777609530278536,0.42254709523284845,0.02135766245181372,21.301386764538982
AAPL,2015-03-13,107.65258938738098,108.2997829445656,106.93401920121366,107.95739265030593,107.95739265030593,3313770,technology,0.8,17.190513681107234,0.4019520798499088,0.022618985081886235,19.959493491893628
AAPL,2015-03-16,108.62443907198521,109.73889253316797,107.9123866056927,108.77081115026587,108.77081115026587,3010359,technology,0.8,18.8780585789082,0.3811893956899757,0.022414120592410647,19.83036962262616
AAPL,2015-03-17,105.40789795586946,106.03384225396606,104.56724082132965,105.26505308389117,105.26505308389117,2277207,technology,0.8,16.62699698311446,0.38941455386600216,0.022128959276504153,20.75623096423802
AAPL,2015-03-18,104.15542494251181,104.77886358298097,104.1348371173691,104.64698082130359,104.64698082130359,3158750,technology,0.8,18.32836797283154,0.40146550629171396,0.021828955892479466,20.960825645293305
AAPL,2015-03-19,104.62279079738174,104.77315327189315,104.08210044575485,104.42309075162457,104.42309075162457,2393155,technology,0.8,18.178740963286327,0.400750464646792,0.023097799260645518,19.946532976487937
AAPL,2015-03-20,104.45372066321107,105.34796000204163,104.24710091791063,104.62282399341854,104.62282399341854,3966758,technology,0.8,17.38370691180789,0.39818258140748075,0.022107261990495442,21.201218268049406
AAPL,2015-03-23,105.68255702379163,105.86532859804122,104.50034624152892,105.31989449879313,105.31989449879313,4427557,technology,0.8,17.977314724674354,0.39938334971831635,0.022078239950667787,21.419831855524095
AAPL,2015-03-24,101.78054605557486,103.03696327063425,100.90459173351358,102.51690250633163,102.51690250633163,2787394,technology,0.8,17.377459847334446,0.39571249780589773,0.02253146827256595,21.760676872748434
